"corpus","word_length","n_words","ngram","trigram","method","freq"
"subtlex_uk",3,5268,"trigram","AIH","token",0
"subtlex_uk",3,5268,"trigram","AII","token",15.0000000000002
"subtlex_uk",3,5268,"trigram","AIJ","token",0
"subtlex_uk",3,5268,"trigram","AIK","token",0
"subtlex_uk",3,5268,"trigram","AIL","token",46.0000000000002
"subtlex_uk",3,5268,"trigram","AIM","token",6162.00000000006
"subtlex_uk",3,5268,"trigram","AIN","token",139.000000000001
"subtlex_uk",3,5268,"trigram","AIO","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","AIP","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AIQ","token",0
"subtlex_uk",3,5268,"trigram","AIR","token",33383.9999999998
"subtlex_uk",3,5268,"trigram","AIS","token",13.9999999999999
"subtlex_uk",3,5268,"trigram","AIT","token",141.000000000001
"subtlex_uk",3,5268,"trigram","AIU","token",0
"subtlex_uk",3,5268,"trigram","AIV","token",0
"subtlex_uk",3,5268,"trigram","AIW","token",0
"subtlex_uk",3,5268,"trigram","AIX","token",21.0000000000002
"subtlex_uk",3,5268,"trigram","AIY","token",0
"subtlex_uk",3,5268,"trigram","AIZ","token",20
"subtlex_uk",3,5268,"trigram","AJA","token",11.0000000000001
"subtlex_uk",3,5268,"trigram","AJB","token",0
"subtlex_uk",3,5268,"trigram","AJC","token",0
"subtlex_uk",3,5268,"trigram","AJD","token",0
"subtlex_uk",3,5268,"trigram","AJE","token",0
"subtlex_uk",3,5268,"trigram","AJF","token",0
"subtlex_uk",3,5268,"trigram","AJG","token",0
"subtlex_uk",3,5268,"trigram","AJH","token",0
"subtlex_uk",3,5268,"trigram","AJI","token",4.99999999999995
"subtlex_uk",3,5268,"trigram","AJJ","token",0
"subtlex_uk",3,5268,"trigram","AJK","token",0
"subtlex_uk",3,5268,"trigram","AJL","token",0
"subtlex_uk",3,5268,"trigram","AJM","token",0
"subtlex_uk",3,5268,"trigram","AJN","token",0
"subtlex_uk",3,5268,"trigram","AJO","token",12.0000000000001
"subtlex_uk",3,5268,"trigram","AJP","token",23.0000000000002
"subtlex_uk",3,5268,"trigram","AJQ","token",0
"subtlex_uk",3,5268,"trigram","AJR","token",0
"subtlex_uk",3,5268,"trigram","AJS","token",10.0000000000001
"subtlex_uk",3,5268,"trigram","AJT","token",0
"subtlex_uk",3,5268,"trigram","AJU","token",0
"subtlex_uk",3,5268,"trigram","AJV","token",0
"subtlex_uk",3,5268,"trigram","AJW","token",0
"subtlex_uk",3,5268,"trigram","AJX","token",0
"subtlex_uk",3,5268,"trigram","AJY","token",0
"subtlex_uk",3,5268,"trigram","AJZ","token",0
"subtlex_uk",3,5268,"trigram","AKA","token",351.999999999998
"subtlex_uk",3,5268,"trigram","AKB","token",0
"subtlex_uk",3,5268,"trigram","AKC","token",0
"subtlex_uk",3,5268,"trigram","AKD","token",0
"subtlex_uk",3,5268,"trigram","AKE","token",6.99999999999993
"subtlex_uk",3,5268,"trigram","AKF","token",0
"subtlex_uk",3,5268,"trigram","AKG","token",6.99999999999993
"subtlex_uk",3,5268,"trigram","AKH","token",0
"subtlex_uk",3,5268,"trigram","AKI","token",257.999999999999
"subtlex_uk",3,5268,"trigram","AKJ","token",0
"subtlex_uk",3,5268,"trigram","AKK","token",0
"subtlex_uk",3,5268,"trigram","AKL","token",0
"subtlex_uk",3,5268,"trigram","AKM","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AKN","token",0
"subtlex_uk",3,5268,"trigram","AKO","token",0
"subtlex_uk",3,5268,"trigram","AKP","token",0
"subtlex_uk",3,5268,"trigram","AKQ","token",0
"subtlex_uk",3,5268,"trigram","AKR","token",0
"subtlex_uk",3,5268,"trigram","AKS","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","AKT","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","AKU","token",0
"subtlex_uk",3,5268,"trigram","AKV","token",0
"subtlex_uk",3,5268,"trigram","AKW","token",0
"subtlex_uk",3,5268,"trigram","AKX","token",0
"subtlex_uk",3,5268,"trigram","AKY","token",4.99999999999995
"subtlex_uk",3,5268,"trigram","AKZ","token",0
"subtlex_uk",3,5268,"trigram","ALA","token",40.0000000000004
"subtlex_uk",3,5268,"trigram","ALB","token",13
"subtlex_uk",3,5268,"trigram","ALC","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","ALD","token",8.0000000000001
"subtlex_uk",3,5268,"trigram","ALE","token",915.999999999997
"subtlex_uk",3,5268,"trigram","ALF","token",921
"subtlex_uk",3,5268,"trigram","ALG","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","ALH","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","ALI","token",4462.99999999998
"subtlex_uk",3,5268,"trigram","ALJ","token",0
"subtlex_uk",3,5268,"trigram","ALK","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","ALL","token",850940.000000007
"subtlex_uk",3,5268,"trigram","ALM","token",8.0000000000001
"subtlex_uk",3,5268,"trigram","ALN","token",0
"subtlex_uk",3,5268,"trigram","ALO","token",15.9999999999998
"subtlex_uk",3,5268,"trigram","ALP","token",33.0000000000004
"subtlex_uk",3,5268,"trigram","ALQ","token",0
"subtlex_uk",3,5268,"trigram","ALR","token",0
"subtlex_uk",3,5268,"trigram","ALS","token",32.0000000000002
"subtlex_uk",3,5268,"trigram","ALT","token",107
"subtlex_uk",3,5268,"trigram","ALU","token",2.99999999999998
"subtlex_uk",3,5268,"trigram","ALV","token",0
"subtlex_uk",3,5268,"trigram","ALW","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","ALX","token",0
"subtlex_uk",3,5268,"trigram","ALY","token",74.9999999999997
"subtlex_uk",3,5268,"trigram","ALZ","token",0
"subtlex_uk",3,5268,"trigram","AMA","token",54.9999999999999
"subtlex_uk",3,5268,"trigram","AMB","token",6.00000000000005
"subtlex_uk",3,5268,"trigram","AMC","token",13
"subtlex_uk",3,5268,"trigram","AMD","token",12.0000000000001
"subtlex_uk",3,5268,"trigram","AME","token",43.9999999999996
"subtlex_uk",3,5268,"trigram","AMF","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AMG","token",47.0000000000003
"subtlex_uk",3,5268,"trigram","AMH","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","AMI","token",140
"subtlex_uk",3,5268,"trigram","AMJ","token",0
"subtlex_uk",3,5268,"trigram","AMK","token",0
"subtlex_uk",3,5268,"trigram","AML","token",0
"subtlex_uk",3,5268,"trigram","AMM","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AMN","token",0
"subtlex_uk",3,5268,"trigram","AMO","token",54.9999999999999
"subtlex_uk",3,5268,"trigram","AMP","token",163.000000000001
"subtlex_uk",3,5268,"trigram","AMQ","token",0
"subtlex_uk",3,5268,"trigram","AMR","token",150.999999999999
"subtlex_uk",3,5268,"trigram","AMS","token",245
"subtlex_uk",3,5268,"trigram","AMT","token",4.99999999999995
"subtlex_uk",3,5268,"trigram","AMU","token",4.99999999999995
"subtlex_uk",3,5268,"trigram","AMV","token",0
"subtlex_uk",3,5268,"trigram","AMW","token",0
"subtlex_uk",3,5268,"trigram","AMX","token",0
"subtlex_uk",3,5268,"trigram","AMY","token",6626.00000000004
"subtlex_uk",3,5268,"trigram","AMZ","token",0
"subtlex_uk",3,5268,"trigram","ANA","token",219.999999999999
"subtlex_uk",3,5268,"trigram","ANB","token",0
"subtlex_uk",3,5268,"trigram","ANC","token",313.000000000003
"subtlex_uk",3,5268,"trigram","AND","token",4255508.00000004
"subtlex_uk",3,5268,"trigram","ANE","token",18
"subtlex_uk",3,5268,"trigram","ANF","token",0
"subtlex_uk",3,5268,"trigram","ANG","token",261.000000000002
"subtlex_uk",3,5268,"trigram","ANH","token",17.0000000000001
"subtlex_uk",3,5268,"trigram","ANI","token",44.9999999999995
"subtlex_uk",3,5268,"trigram","ANJ","token",12.0000000000001
"subtlex_uk",3,5268,"trigram","ANK","token",15.9999999999998
"subtlex_uk",3,5268,"trigram","ANL","token",0
"subtlex_uk",3,5268,"trigram","ANM","token",0
"subtlex_uk",3,5268,"trigram","ANN","token",4326.99999999997
"subtlex_uk",3,5268,"trigram","ANO","token",17.0000000000001
"subtlex_uk",3,5268,"trigram","ANP","token",28.0000000000002
"subtlex_uk",3,5268,"trigram","ANQ","token",0
"subtlex_uk",3,5268,"trigram","ANR","token",0
"subtlex_uk",3,5268,"trigram","ANS","token",44.9999999999995
"subtlex_uk",3,5268,"trigram","ANT","token",1778.99999999998
"subtlex_uk",3,5268,"trigram","ANU","token",11.0000000000001
"subtlex_uk",3,5268,"trigram","ANV","token",0
"subtlex_uk",3,5268,"trigram","ANW","token",0
"subtlex_uk",3,5268,"trigram","ANX","token",0
"subtlex_uk",3,5268,"trigram","ANY","token",207384.999999998
"subtlex_uk",3,5268,"trigram","ANZ","token",2.99999999999998
"subtlex_uk",3,5268,"trigram","AOA","token",0
"subtlex_uk",3,5268,"trigram","AOB","token",10.0000000000001
"subtlex_uk",3,5268,"trigram","AOC","token",6.99999999999993
"subtlex_uk",3,5268,"trigram","AOD","token",2.99999999999998
"subtlex_uk",3,5268,"trigram","AOE","token",0
"subtlex_uk",3,5268,"trigram","AOF","token",6.00000000000005
"subtlex_uk",3,5268,"trigram","AOG","token",0
"subtlex_uk",3,5268,"trigram","AOH","token",0
"subtlex_uk",3,5268,"trigram","AOI","token",0
"subtlex_uk",3,5268,"trigram","AOJ","token",0
"subtlex_uk",3,5268,"trigram","AOK","token",2.99999999999998
"subtlex_uk",3,5268,"trigram","AOL","token",34.0000000000003
"subtlex_uk",3,5268,"trigram","AOM","token",0
"subtlex_uk",3,5268,"trigram","AON","token",13
"subtlex_uk",3,5268,"trigram","AOO","token",0
"subtlex_uk",3,5268,"trigram","AOP","token",0
"subtlex_uk",3,5268,"trigram","AOQ","token",0
"subtlex_uk",3,5268,"trigram","AOR","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AOS","token",0
"subtlex_uk",3,5268,"trigram","AOT","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AOU","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","AOV","token",0
"subtlex_uk",3,5268,"trigram","AOW","token",77.9999999999996
"subtlex_uk",3,5268,"trigram","AOX","token",0
"subtlex_uk",3,5268,"trigram","AOY","token",0
"subtlex_uk",3,5268,"trigram","AOZ","token",0
"subtlex_uk",3,5268,"trigram","APA","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","APB","token",17.0000000000001
"subtlex_uk",3,5268,"trigram","APC","token",6.99999999999993
"subtlex_uk",3,5268,"trigram","APD","token",13.9999999999999
"subtlex_uk",3,5268,"trigram","APE","token",494.000000000001
"subtlex_uk",3,5268,"trigram","APF","token",0
"subtlex_uk",3,5268,"trigram","APG","token",0
"subtlex_uk",3,5268,"trigram","APH","token",0
"subtlex_uk",3,5268,"trigram","API","token",31.0000000000003
"subtlex_uk",3,5268,"trigram","APJ","token",0
"subtlex_uk",3,5268,"trigram","APK","token",0
"subtlex_uk",3,5268,"trigram","APL","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","APM","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","APN","token",0
"subtlex_uk",3,5268,"trigram","APO","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","APP","token",745.000000000002
"subtlex_uk",3,5268,"trigram","APQ","token",0
"subtlex_uk",3,5268,"trigram","APR","token",98.9999999999999
"subtlex_uk",3,5268,"trigram","APS","token",18
"subtlex_uk",3,5268,"trigram","APT","token",345.999999999997
"subtlex_uk",3,5268,"trigram","APU","token",32.0000000000002
"subtlex_uk",3,5268,"trigram","APV","token",0
"subtlex_uk",3,5268,"trigram","APW","token",0
"subtlex_uk",3,5268,"trigram","APX","token",0
"subtlex_uk",3,5268,"trigram","APY","token",0
"subtlex_uk",3,5268,"trigram","APZ","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AQA","token",17.0000000000001
"subtlex_uk",3,5268,"trigram","AQB","token",0
"subtlex_uk",3,5268,"trigram","AQC","token",0
"subtlex_uk",3,5268,"trigram","AQD","token",0
"subtlex_uk",3,5268,"trigram","AQE","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","AQF","token",0
"subtlex_uk",3,5268,"trigram","AQG","token",0
"subtlex_uk",3,5268,"trigram","AQH","token",0
"subtlex_uk",3,5268,"trigram","AQI","token",0
"subtlex_uk",3,5268,"trigram","AQJ","token",0
"subtlex_uk",3,5268,"trigram","AQK","token",0
"subtlex_uk",3,5268,"trigram","AQL","token",0
"subtlex_uk",3,5268,"trigram","AQM","token",0
"subtlex_uk",3,5268,"trigram","AQN","token",0
"subtlex_uk",3,5268,"trigram","AQO","token",0
"subtlex_uk",3,5268,"trigram","AQP","token",0
"subtlex_uk",3,5268,"trigram","AQQ","token",0
"subtlex_uk",3,5268,"trigram","AQR","token",0
"subtlex_uk",3,5268,"trigram","AQS","token",0
"subtlex_uk",3,5268,"trigram","AQT","token",0
"subtlex_uk",3,5268,"trigram","AQU","token",0
"subtlex_uk",3,5268,"trigram","AQV","token",0
"subtlex_uk",3,5268,"trigram","AQW","token",0
"subtlex_uk",3,5268,"trigram","AQX","token",0
"subtlex_uk",3,5268,"trigram","AQY","token",0
"subtlex_uk",3,5268,"trigram","AQZ","token",0
"subtlex_uk",3,5268,"trigram","ARA","token",36.9999999999999
"subtlex_uk",3,5268,"trigram","ARB","token",1.99999999999998
"subtlex_uk",3,5268,"trigram","ARC","token",653.999999999995
"subtlex_uk",3,5268,"trigram","ARD","token",129.999999999999
"subtlex_uk",3,5268,"trigram","ARE","token",1333491
"subtlex_uk",3,5268,"trigram","ARF","token",145.000000000001
"subtlex_uk",3,5268,"trigram","ARG","token",34.0000000000003
"subtlex_uk",3,5268,"trigram","ARH","token",52
"subtlex_uk",3,5268,"trigram","ARI","token",60.0000000000004
"subtlex_uk",3,5268,"trigram","ARJ","token",6.00000000000005
"subtlex_uk",3,5268,"trigram","ARK","token",659.999999999999
"subtlex_uk",3,5268,"trigram","ARL","token",0
"subtlex_uk",3,5268,"trigram","ARM","token",10146.9999999999
"subtlex_uk",3,5268,"trigram","ARN","token",4.99999999999995
"subtlex_uk",3,5268,"trigram","ARO","token",8.99999999999999
"subtlex_uk",3,5268,"trigram","ARP","token",65.0000000000001
"subtlex_uk",3,5268,"trigram","ARQ","token",0
"subtlex_uk",3,5268,"trigram","ARR","token",435.999999999998
"subtlex_uk",3,5268,"trigram","ARS","token",31.0000000000003
"subtlex_uk",3,5268,"trigram","ART","token",28247
"subtlex_uk",3,5268,"trigram","ARU","token",4.00000000000001
"subtlex_uk",3,5268,"trigram","ARV","token",8.0000000000001
"subtlex_uk",3,5268,"trigram","ARW","token",0
"subtlex_uk",3,5268,"trigram","ARX","token",0
"subtlex_uk",3,5268,"trigram","ARY","token",26.0000000000001
