"corpus","sequence_length","n_sequences","ngram","biphone","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9","pos10","pos11"
"CMU",3,6841,"biphone","N-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","NG-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","P-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","R-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","S-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","SH-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","T-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","TH-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","V-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","W-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","Y-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","Z-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","ZH-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",3,6841,"biphone","Q-Q","type",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AA","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AA","type",6,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AA","type",0,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AA","type",0,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AA","type",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AA","type",5,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AA","type",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AA","type",0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AA","type",0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AA","type",106,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AA","type",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AA","type",73,6,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AA","type",46,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AA","type",46,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AA","type",73,0,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AA","type",30,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AA","type",134,18,5,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AA","type",75,63,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","M-AA","type",98,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","N-AA","type",39,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","NG-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","P-AA","type",57,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","R-AA","type",69,93,8,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","S-AA","type",65,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","SH-AA","type",48,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","T-AA","type",41,22,5,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","TH-AA","type",7,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","V-AA","type",15,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","W-AA","type",41,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Y-AA","type",29,6,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Z-AA","type",21,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ZH-AA","type",3,0,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Q-AA","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AE","type",1,19,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AE","type",0,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AE","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AE","type",0,16,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AE","type",0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AE","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AE","type",0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AE","type",69,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AE","type",21,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AE","type",51,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AE","type",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AE","type",27,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AE","type",50,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AE","type",78,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AE","type",44,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AE","type",112,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AE","type",83,87,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","M-AE","type",99,7,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","N-AE","type",41,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","NG-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","P-AE","type",55,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","R-AE","type",62,96,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","S-AE","type",68,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","SH-AE","type",30,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","T-AE","type",50,19,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","TH-AE","type",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","V-AE","type",34,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","W-AE","type",22,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Y-AE","type",14,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Z-AE","type",19,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ZH-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Q-AE","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AH","type",0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AH","type",0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AH","type",1,21,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AH","type",2,63,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AH","type",0,14,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AH","type",1,17,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AH","type",1,26,26,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AH","type",2,28,6,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AH","type",0,13,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AH","type",0,28,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AH","type",86,26,41,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AH","type",12,5,20,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AH","type",65,28,78,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AH","type",0,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AH","type",23,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AH","type",40,20,28,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AH","type",56,2,7,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AH","type",14,8,6,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AH","type",64,22,68,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AH","type",58,68,126,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","M-AH","type",78,49,76,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","N-AH","type",16,32,139,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","NG-AH","type",0,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","P-AH","type",24,18,32,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","R-AH","type",49,94,123,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","S-AH","type",47,22,55,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","SH-AH","type",24,10,27,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","T-AH","type",42,38,74,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","TH-AH","type",6,4,7,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","V-AH","type",3,14,35,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","W-AH","type",10,10,11,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Y-AH","type",15,4,12,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Z-AH","type",4,10,34,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ZH-AH","type",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Q-AH","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AO","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AO","type",1,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AO","type",0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AO","type",0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AO","type",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AO","type",0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AO","type",51,2,11,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AO","type",8,0,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AO","type",48,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AO","type",45,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AO","type",32,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AO","type",43,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AO","type",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AO","type",74,10,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AO","type",51,41,7,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","M-AO","type",57,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","N-AO","type",18,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","NG-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","P-AO","type",35,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","R-AO","type",32,64,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","S-AO","type",40,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","SH-AO","type",24,1,8,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","T-AO","type",35,17,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","TH-AO","type",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","V-AO","type",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","W-AO","type",54,14,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Y-AO","type",10,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Z-AO","type",6,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ZH-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Q-AO","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AW","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AW","type",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AW","type",0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AW","type",0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AW","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AW","type",19,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AW","type",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AW","type",25,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AW","type",21,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AW","type",17,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AW","type",32,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AW","type",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AW","type",26,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AW","type",25,27,8,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","M-AW","type",19,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","N-AW","type",3,1,6,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","NG-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","P-AW","type",22,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","R-AW","type",14,47,9,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","S-AW","type",14,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","SH-AW","type",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","T-AW","type",17,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","TH-AW","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","V-AW","type",5,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","W-AW","type",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Y-AW","type",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Z-AW","type",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ZH-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","Q-AW","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AA-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AE-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AH-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AO-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AW-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AY-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EH-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","ER-AY","type",2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","EY-AY","type",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IH-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IY-AY","type",0,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OW-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","OY-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UH-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UW-AY","type",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AX-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","AXR-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","IX-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","UX-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","B-AY","type",50,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","CH-AY","type",9,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","D-AY","type",44,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","DH-AY","type",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","F-AY","type",43,3,7,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","G-AY","type",21,0,3,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","HH-AY","type",86,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","JH-AY","type",9,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","K-AY","type",38,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"CMU",4,16335,"biphone","L-AY","type",47,65,12,NA,NA,NA,NA,NA,NA,NA,NA
