"corpus","sequence_length","n_sequences","ngram","biphone","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9","pos10","pos11"
"CMU",7,20994,"biphone","EY-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-AXR","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-IX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-UX","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-B","type",11,52,8,13,4,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-B","type",34,31,13,7,2,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-B","type",49,88,24,153,8,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-B","type",0,5,4,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-B","type",0,3,1,0,0,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-B","type",2,24,8,0,2,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-B","type",7,22,7,3,5,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-B","type",12,23,17,46,10,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-B","type",4,28,15,7,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-B","type",2,43,14,35,5,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-B","type",1,38,11,16,5,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-B","type",16,36,21,15,5,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-B","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-B","type",0,25,24,7,6,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-B","type",0,0,6,3,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-B","type",0,0,33,37,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-B","type",0,0,6,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-B","type",0,2,4,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-B","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-B","type",0,0,28,16,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-B","type",0,25,76,22,5,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-B","type",0,44,147,42,32,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-B","type",0,8,43,74,15,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-B","type",0,0,8,2,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-B","type",0,0,7,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-B","type",0,11,76,9,5,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-B","type",0,2,30,42,5,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-B","type",0,0,7,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-B","type",0,6,17,19,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-B","type",0,0,7,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-B","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-B","type",1,1,30,29,7,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-B","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-CH","type",1,6,8,6,9,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-CH","type",3,19,6,8,13,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-CH","type",0,18,2,18,5,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-CH","type",0,0,0,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-CH","type",1,1,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-CH","type",0,1,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-CH","type",1,6,5,6,1,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-CH","type",0,25,3,11,0,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-CH","type",1,1,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-CH","type",1,27,5,22,2,42,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-CH","type",0,15,4,12,6,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-CH","type",0,0,3,5,2,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-CH","type",0,2,0,0,0,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-CH","type",0,8,1,4,18,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-CH","type",0,0,3,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-CH","type",0,4,10,6,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-CH","type",0,3,9,4,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-CH","type",0,0,1,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-CH","type",0,11,36,37,13,8,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-CH","type",0,0,4,1,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-CH","type",0,1,22,2,1,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-CH","type",0,1,16,11,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-CH","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-CH","type",0,0,1,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-CH","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-CH","type",0,0,0,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-CH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-D","type",12,47,21,23,42,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-D","type",48,50,20,16,12,15,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-D","type",38,55,30,84,20,120,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-D","type",5,8,24,4,1,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-D","type",0,8,6,1,1,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-D","type",8,35,8,26,30,65,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-D","type",29,132,38,12,25,71,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-D","type",0,17,12,37,45,119,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-D","type",4,26,12,18,39,27,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-D","type",6,53,27,42,16,214,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-D","type",0,53,31,32,41,32,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-D","type",11,34,11,26,24,14,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-D","type",0,2,1,2,11,10,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-D","type",0,42,0,0,12,54,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-D","type",2,21,16,16,17,19,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-D","type",0,7,1,0,0,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-D","type",0,0,2,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-D","type",0,0,2,0,0,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-D","type",0,1,1,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-D","type",0,0,4,6,0,8,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-D","type",0,0,0,0,0,33,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-D","type",0,0,16,7,0,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-D","type",0,22,156,12,65,273,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-D","type",0,0,9,2,0,31,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-D","type",0,107,344,183,211,320,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-D","type",0,0,4,3,0,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-D","type",0,6,1,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-D","type",0,7,149,16,65,106,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-D","type",0,0,5,14,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-D","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-D","type",0,1,5,5,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-D","type",0,0,4,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-D","type",0,0,0,1,0,21,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-D","type",0,0,5,25,2,53,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-D","type",0,0,0,2,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-D","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-DH","type",0,3,0,0,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-DH","type",0,3,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-DH","type",0,9,2,5,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-DH","type",0,13,1,1,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-DH","type",0,3,0,0,6,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-DH","type",0,0,0,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-DH","type",0,3,2,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-DH","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-DH","type",0,1,3,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
